shift_id,personnel_amka,assigned_role
14,10000000001,ON_CALL_DOCTOR
14,10000000006,ON_CALL_DOCTOR
14,10000000008,ON_CALL_DOCTOR
14,10000000135,ON_CALL_NURSE
14,10000000136,ON_CALL_NURSE
14,10000000137,ON_CALL_NURSE
14,10000000138,ON_CALL_NURSE
14,10000000139,ON_CALL_NURSE
14,10000000140,ON_CALL_NURSE
14,10000000409,ON_CALL_ADMIN
14,10000000410,ON_CALL_ADMIN
15,10000000002,ON_CALL_DOCTOR
15,10000000004,ON_CALL_DOCTOR
15,10000000003,ON_CALL_DOCTOR
15,10000000141,ON_CALL_NURSE
15,10000000142,ON_CALL_NURSE
15,10000000143,ON_CALL_NURSE
15,10000000144,ON_CALL_NURSE
15,10000000145,ON_CALL_NURSE
15,10000000146,ON_CALL_NURSE
15,10000000405,ON_CALL_ADMIN
15,10000000406,ON_CALL_ADMIN
16,10000000001,ON_CALL_DOCTOR
16,10000000006,ON_CALL_DOCTOR
16,10000000008,ON_CALL_DOCTOR
16,10000000150,ON_CALL_NURSE
16,10000000151,ON_CALL_NURSE
16,10000000152,ON_CALL_NURSE
16,10000000135,ON_CALL_NURSE
16,10000000136,ON_CALL_NURSE
16,10000000137,ON_CALL_NURSE
16,10000000409,ON_CALL_ADMIN
16,10000000410,ON_CALL_ADMIN
17,10000000002,ON_CALL_DOCTOR
17,10000000004,ON_CALL_DOCTOR
17,10000000007,ON_CALL_DOCTOR
17,10000000138,ON_CALL_NURSE
17,10000000139,ON_CALL_NURSE
17,10000000140,ON_CALL_NURSE
17,10000000141,ON_CALL_NURSE
17,10000000142,ON_CALL_NURSE
17,10000000143,ON_CALL_NURSE
17,10000000405,ON_CALL_ADMIN
17,10000000406,ON_CALL_ADMIN
18,10000000003,ON_CALL_DOCTOR
18,10000000005,ON_CALL_DOCTOR
18,10000000000,ON_CALL_DOCTOR
18,10000000144,ON_CALL_NURSE
18,10000000145,ON_CALL_NURSE
18,10000000146,ON_CALL_NURSE
18,10000000147,ON_CALL_NURSE
18,10000000148,ON_CALL_NURSE
18,10000000149,ON_CALL_NURSE
18,10000000407,ON_CALL_ADMIN
18,10000000408,ON_CALL_ADMIN
19,10000000002,ON_CALL_DOCTOR
19,10000000004,ON_CALL_DOCTOR
19,10000000007,ON_CALL_DOCTOR
19,10000000135,ON_CALL_NURSE
19,10000000136,ON_CALL_NURSE
19,10000000137,ON_CALL_NURSE
19,10000000138,ON_CALL_NURSE
19,10000000139,ON_CALL_NURSE
19,10000000140,ON_CALL_NURSE
19,10000000405,ON_CALL_ADMIN
19,10000000406,ON_CALL_ADMIN
20,10000000003,ON_CALL_DOCTOR
20,10000000005,ON_CALL_DOCTOR
20,10000000008,ON_CALL_DOCTOR
20,10000000141,ON_CALL_NURSE
20,10000000142,ON_CALL_NURSE
20,10000000143,ON_CALL_NURSE
20,10000000144,ON_CALL_NURSE
20,10000000145,ON_CALL_NURSE
20,10000000146,ON_CALL_NURSE
20,10000000407,ON_CALL_ADMIN
20,10000000408,ON_CALL_ADMIN
21,10000000000,ON_CALL_DOCTOR
21,10000000006,ON_CALL_DOCTOR
21,10000000001,ON_CALL_DOCTOR
21,10000000147,ON_CALL_NURSE
21,10000000148,ON_CALL_NURSE
21,10000000149,ON_CALL_NURSE
21,10000000150,ON_CALL_NURSE
21,10000000151,ON_CALL_NURSE
21,10000000152,ON_CALL_NURSE
21,10000000409,ON_CALL_ADMIN
21,10000000410,ON_CALL_ADMIN
22,10000000009,ON_CALL_DOCTOR
22,10000000013,ON_CALL_DOCTOR
22,10000000016,ON_CALL_DOCTOR
22,10000000153,ON_CALL_NURSE
22,10000000154,ON_CALL_NURSE
22,10000000155,ON_CALL_NURSE
22,10000000156,ON_CALL_NURSE
22,10000000157,ON_CALL_NURSE
22,10000000158,ON_CALL_NURSE
22,10000000411,ON_CALL_ADMIN
22,10000000412,ON_CALL_ADMIN
23,10000000010,ON_CALL_DOCTOR
23,10000000014,ON_CALL_DOCTOR
23,10000000017,ON_CALL_DOCTOR
23,10000000159,ON_CALL_NURSE
23,10000000160,ON_CALL_NURSE
23,10000000161,ON_CALL_NURSE
23,10000000162,ON_CALL_NURSE
23,10000000163,ON_CALL_NURSE
23,10000000164,ON_CALL_NURSE
23,10000000413,ON_CALL_ADMIN
23,10000000414,ON_CALL_ADMIN
24,10000000011,ON_CALL_DOCTOR
24,10000000015,ON_CALL_DOCTOR
24,10000000012,ON_CALL_DOCTOR
24,10000000165,ON_CALL_NURSE
24,10000000166,ON_CALL_NURSE
24,10000000167,ON_CALL_NURSE
24,10000000168,ON_CALL_NURSE
24,10000000169,ON_CALL_NURSE
24,10000000170,ON_CALL_NURSE
24,10000000415,ON_CALL_ADMIN
24,10000000416,ON_CALL_ADMIN
25,10000000010,ON_CALL_DOCTOR
25,10000000014,ON_CALL_DOCTOR
25,10000000017,ON_CALL_DOCTOR
25,10000000156,ON_CALL_NURSE
25,10000000157,ON_CALL_NURSE
25,10000000158,ON_CALL_NURSE
25,10000000159,ON_CALL_NURSE
25,10000000160,ON_CALL_NURSE
25,10000000161,ON_CALL_NURSE
25,10000000413,ON_CALL_ADMIN
25,10000000414,ON_CALL_ADMIN
26,10000000011,ON_CALL_DOCTOR
26,10000000015,ON_CALL_DOCTOR
26,10000000016,ON_CALL_DOCTOR
26,10000000162,ON_CALL_NURSE
26,10000000163,ON_CALL_NURSE
26,10000000164,ON_CALL_NURSE
26,10000000165,ON_CALL_NURSE
26,10000000166,ON_CALL_NURSE
26,10000000167,ON_CALL_NURSE
26,10000000415,ON_CALL_ADMIN
26,10000000416,ON_CALL_ADMIN
27,10000000012,ON_CALL_DOCTOR
27,10000000013,ON_CALL_DOCTOR
27,10000000009,ON_CALL_DOCTOR
27,10000000168,ON_CALL_NURSE
27,10000000169,ON_CALL_NURSE
27,10000000170,ON_CALL_NURSE
27,10000000153,ON_CALL_NURSE
27,10000000154,ON_CALL_NURSE
27,10000000155,ON_CALL_NURSE
27,10000000411,ON_CALL_ADMIN
27,10000000412,ON_CALL_ADMIN
28,10000000011,ON_CALL_DOCTOR
28,10000000015,ON_CALL_DOCTOR
28,10000000016,ON_CALL_DOCTOR
28,10000000159,ON_CALL_NURSE
28,10000000160,ON_CALL_NURSE
28,10000000161,ON_CALL_NURSE
28,10000000162,ON_CALL_NURSE
28,10000000163,ON_CALL_NURSE
28,10000000164,ON_CALL_NURSE
28,10000000415,ON_CALL_ADMIN
28,10000000416,ON_CALL_ADMIN
29,10000000012,ON_CALL_DOCTOR
29,10000000013,ON_CALL_DOCTOR
29,10000000017,ON_CALL_DOCTOR
29,10000000165,ON_CALL_NURSE
29,10000000166,ON_CALL_NURSE
29,10000000167,ON_CALL_NURSE
29,10000000168,ON_CALL_NURSE
29,10000000169,ON_CALL_NURSE
29,10000000170,ON_CALL_NURSE
29,10000000411,ON_CALL_ADMIN
29,10000000412,ON_CALL_ADMIN
30,10000000009,ON_CALL_DOCTOR
30,10000000014,ON_CALL_DOCTOR
30,10000000010,ON_CALL_DOCTOR
30,10000000153,ON_CALL_NURSE
30,10000000154,ON_CALL_NURSE
30,10000000155,ON_CALL_NURSE
30,10000000156,ON_CALL_NURSE
30,10000000157,ON_CALL_NURSE
30,10000000158,ON_CALL_NURSE
30,10000000413,ON_CALL_ADMIN
30,10000000414,ON_CALL_ADMIN
31,10000000012,ON_CALL_DOCTOR
31,10000000013,ON_CALL_DOCTOR
31,10000000017,ON_CALL_DOCTOR
31,10000000162,ON_CALL_NURSE
31,10000000163,ON_CALL_NURSE
31,10000000164,ON_CALL_NURSE
31,10000000165,ON_CALL_NURSE
31,10000000166,ON_CALL_NURSE
31,10000000167,ON_CALL_NURSE
31,10000000411,ON_CALL_ADMIN
31,10000000412,ON_CALL_ADMIN
32,10000000009,ON_CALL_DOCTOR
32,10000000014,ON_CALL_DOCTOR
32,10000000016,ON_CALL_DOCTOR
32,10000000168,ON_CALL_NURSE
32,10000000169,ON_CALL_NURSE
32,10000000170,ON_CALL_NURSE
32,10000000153,ON_CALL_NURSE
32,10000000154,ON_CALL_NURSE
32,10000000155,ON_CALL_NURSE
32,10000000413,ON_CALL_ADMIN
32,10000000414,ON_CALL_ADMIN
33,10000000010,ON_CALL_DOCTOR
33,10000000015,ON_CALL_DOCTOR
33,10000000011,ON_CALL_DOCTOR
33,10000000156,ON_CALL_NURSE
33,10000000157,ON_CALL_NURSE
33,10000000158,ON_CALL_NURSE
33,10000000159,ON_CALL_NURSE
33,10000000160,ON_CALL_NURSE
33,10000000161,ON_CALL_NURSE
33,10000000415,ON_CALL_ADMIN
33,10000000416,ON_CALL_ADMIN
34,10000000009,ON_CALL_DOCTOR
34,10000000014,ON_CALL_DOCTOR
34,10000000016,ON_CALL_DOCTOR
34,10000000165,ON_CALL_NURSE
34,10000000166,ON_CALL_NURSE
34,10000000167,ON_CALL_NURSE
34,10000000168,ON_CALL_NURSE
34,10000000169,ON_CALL_NURSE
34,10000000170,ON_CALL_NURSE
34,10000000413,ON_CALL_ADMIN
34,10000000414,ON_CALL_ADMIN
35,10000000010,ON_CALL_DOCTOR
35,10000000015,ON_CALL_DOCTOR
35,10000000017,ON_CALL_DOCTOR
35,10000000153,ON_CALL_NURSE
35,10000000154,ON_CALL_NURSE
35,10000000155,ON_CALL_NURSE
35,10000000156,ON_CALL_NURSE
35,10000000157,ON_CALL_NURSE
35,10000000158,ON_CALL_NURSE
35,10000000415,ON_CALL_ADMIN
35,10000000416,ON_CALL_ADMIN
36,10000000011,ON_CALL_DOCTOR
36,10000000013,ON_CALL_DOCTOR
36,10000000012,ON_CALL_DOCTOR
36,10000000159,ON_CALL_NURSE
36,10000000160,ON_CALL_NURSE
36,10000000161,ON_CALL_NURSE
36,10000000162,ON_CALL_NURSE
36,10000000163,ON_CALL_NURSE
36,10000000164,ON_CALL_NURSE
36,10000000411,ON_CALL_ADMIN
36,10000000412,ON_CALL_ADMIN
37,10000000010,ON_CALL_DOCTOR
37,10000000015,ON_CALL_DOCTOR
37,10000000017,ON_CALL_DOCTOR
37,10000000168,ON_CALL_NURSE
37,10000000169,ON_CALL_NURSE
37,10000000170,ON_CALL_NURSE
37,10000000153,ON_CALL_NURSE
37,10000000154,ON_CALL_NURSE
37,10000000155,ON_CALL_NURSE
37,10000000415,ON_CALL_ADMIN
37,10000000416,ON_CALL_ADMIN
38,10000000011,ON_CALL_DOCTOR
38,10000000013,ON_CALL_DOCTOR
38,10000000016,ON_CALL_DOCTOR
38,10000000156,ON_CALL_NURSE
38,10000000157,ON_CALL_NURSE
38,10000000158,ON_CALL_NURSE
38,10000000159,ON_CALL_NURSE
38,10000000160,ON_CALL_NURSE
38,10000000161,ON_CALL_NURSE
38,10000000411,ON_CALL_ADMIN
38,10000000412,ON_CALL_ADMIN
39,10000000012,ON_CALL_DOCTOR
39,10000000014,ON_CALL_DOCTOR
39,10000000009,ON_CALL_DOCTOR
39,10000000162,ON_CALL_NURSE
39,10000000163,ON_CALL_NURSE
39,10000000164,ON_CALL_NURSE
39,10000000165,ON_CALL_NURSE
39,10000000166,ON_CALL_NURSE
39,10000000167,ON_CALL_NURSE
39,10000000413,ON_CALL_ADMIN
39,10000000414,ON_CALL_ADMIN
40,10000000011,ON_CALL_DOCTOR
40,10000000013,ON_CALL_DOCTOR
40,10000000016,ON_CALL_DOCTOR
40,10000000153,ON_CALL_NURSE
40,10000000154,ON_CALL_NURSE
40,10000000155,ON_CALL_NURSE
40,10000000156,ON_CALL_NURSE
40,10000000157,ON_CALL_NURSE
40,10000000158,ON_CALL_NURSE
40,10000000411,ON_CALL_ADMIN
40,10000000412,ON_CALL_ADMIN
41,10000000012,ON_CALL_DOCTOR
41,10000000014,ON_CALL_DOCTOR
41,10000000017,ON_CALL_DOCTOR
41,10000000159,ON_CALL_NURSE
41,10000000160,ON_CALL_NURSE
41,10000000161,ON_CALL_NURSE
41,10000000162,ON_CALL_NURSE
41,10000000163,ON_CALL_NURSE
41,10000000164,ON_CALL_NURSE
41,10000000413,ON_CALL_ADMIN
41,10000000414,ON_CALL_ADMIN
42,10000000009,ON_CALL_DOCTOR
42,10000000015,ON_CALL_DOCTOR
42,10000000010,ON_CALL_DOCTOR
42,10000000165,ON_CALL_NURSE
42,10000000166,ON_CALL_NURSE
42,10000000167,ON_CALL_NURSE
42,10000000168,ON_CALL_NURSE
42,10000000169,ON_CALL_NURSE
42,10000000170,ON_CALL_NURSE
42,10000000415,ON_CALL_ADMIN
42,10000000416,ON_CALL_ADMIN
43,10000000018,ON_CALL_DOCTOR
43,10000000022,ON_CALL_DOCTOR
43,10000000025,ON_CALL_DOCTOR
43,10000000171,ON_CALL_NURSE
43,10000000172,ON_CALL_NURSE
43,10000000173,ON_CALL_NURSE
43,10000000174,ON_CALL_NURSE
43,10000000175,ON_CALL_NURSE
43,10000000176,ON_CALL_NURSE
43,10000000417,ON_CALL_ADMIN
43,10000000418,ON_CALL_ADMIN
44,10000000019,ON_CALL_DOCTOR
44,10000000023,ON_CALL_DOCTOR
44,10000000026,ON_CALL_DOCTOR
44,10000000177,ON_CALL_NURSE
44,10000000178,ON_CALL_NURSE
44,10000000179,ON_CALL_NURSE
44,10000000180,ON_CALL_NURSE
44,10000000181,ON_CALL_NURSE
44,10000000182,ON_CALL_NURSE
44,10000000419,ON_CALL_ADMIN
44,10000000420,ON_CALL_ADMIN
45,10000000020,ON_CALL_DOCTOR
45,10000000024,ON_CALL_DOCTOR
45,10000000021,ON_CALL_DOCTOR
45,10000000183,ON_CALL_NURSE
45,10000000184,ON_CALL_NURSE
45,10000000185,ON_CALL_NURSE
45,10000000186,ON_CALL_NURSE
45,10000000187,ON_CALL_NURSE
45,10000000188,ON_CALL_NURSE
45,10000000421,ON_CALL_ADMIN
45,10000000422,ON_CALL_ADMIN
46,10000000019,ON_CALL_DOCTOR
46,10000000023,ON_CALL_DOCTOR
46,10000000026,ON_CALL_DOCTOR
46,10000000174,ON_CALL_NURSE
46,10000000175,ON_CALL_NURSE
46,10000000176,ON_CALL_NURSE
46,10000000177,ON_CALL_NURSE
46,10000000178,ON_CALL_NURSE
46,10000000179,ON_CALL_NURSE
46,10000000419,ON_CALL_ADMIN
46,10000000420,ON_CALL_ADMIN
47,10000000020,ON_CALL_DOCTOR
47,10000000024,ON_CALL_DOCTOR
47,10000000025,ON_CALL_DOCTOR
47,10000000180,ON_CALL_NURSE
47,10000000181,ON_CALL_NURSE
47,10000000182,ON_CALL_NURSE
47,10000000183,ON_CALL_NURSE
47,10000000184,ON_CALL_NURSE
47,10000000185,ON_CALL_NURSE
47,10000000421,ON_CALL_ADMIN
47,10000000422,ON_CALL_ADMIN
48,10000000021,ON_CALL_DOCTOR
48,10000000022,ON_CALL_DOCTOR
48,10000000018,ON_CALL_DOCTOR
48,10000000186,ON_CALL_NURSE
48,10000000187,ON_CALL_NURSE
48,10000000188,ON_CALL_NURSE
48,10000000171,ON_CALL_NURSE
48,10000000172,ON_CALL_NURSE
48,10000000173,ON_CALL_NURSE
48,10000000417,ON_CALL_ADMIN
48,10000000418,ON_CALL_ADMIN
49,10000000020,ON_CALL_DOCTOR
49,10000000024,ON_CALL_DOCTOR
49,10000000025,ON_CALL_DOCTOR
49,10000000177,ON_CALL_NURSE
49,10000000178,ON_CALL_NURSE
49,10000000179,ON_CALL_NURSE
49,10000000180,ON_CALL_NURSE
49,10000000181,ON_CALL_NURSE
49,10000000182,ON_CALL_NURSE
49,10000000421,ON_CALL_ADMIN
49,10000000422,ON_CALL_ADMIN
50,10000000021,ON_CALL_DOCTOR
50,10000000022,ON_CALL_DOCTOR
50,10000000026,ON_CALL_DOCTOR
50,10000000183,ON_CALL_NURSE
50,10000000184,ON_CALL_NURSE
50,10000000185,ON_CALL_NURSE
50,10000000186,ON_CALL_NURSE
50,10000000187,ON_CALL_NURSE
50,10000000188,ON_CALL_NURSE
50,10000000417,ON_CALL_ADMIN
50,10000000418,ON_CALL_ADMIN
51,10000000018,ON_CALL_DOCTOR
51,10000000023,ON_CALL_DOCTOR
51,10000000019,ON_CALL_DOCTOR
51,10000000171,ON_CALL_NURSE
51,10000000172,ON_CALL_NURSE
51,10000000173,ON_CALL_NURSE
51,10000000174,ON_CALL_NURSE
51,10000000175,ON_CALL_NURSE
51,10000000176,ON_CALL_NURSE
51,10000000419,ON_CALL_ADMIN
51,10000000420,ON_CALL_ADMIN
52,10000000021,ON_CALL_DOCTOR
52,10000000022,ON_CALL_DOCTOR
52,10000000026,ON_CALL_DOCTOR
52,10000000180,ON_CALL_NURSE
52,10000000181,ON_CALL_NURSE
52,10000000182,ON_CALL_NURSE
52,10000000183,ON_CALL_NURSE
52,10000000184,ON_CALL_NURSE
52,10000000185,ON_CALL_NURSE
52,10000000417,ON_CALL_ADMIN
52,10000000418,ON_CALL_ADMIN
53,10000000018,ON_CALL_DOCTOR
53,10000000023,ON_CALL_DOCTOR
53,10000000025,ON_CALL_DOCTOR
53,10000000186,ON_CALL_NURSE
53,10000000187,ON_CALL_NURSE
53,10000000188,ON_CALL_NURSE
53,10000000171,ON_CALL_NURSE
53,10000000172,ON_CALL_NURSE
53,10000000173,ON_CALL_NURSE
53,10000000419,ON_CALL_ADMIN
53,10000000420,ON_CALL_ADMIN
54,10000000019,ON_CALL_DOCTOR
54,10000000024,ON_CALL_DOCTOR
54,10000000020,ON_CALL_DOCTOR
54,10000000174,ON_CALL_NURSE
54,10000000175,ON_CALL_NURSE
54,10000000176,ON_CALL_NURSE
54,10000000177,ON_CALL_NURSE
54,10000000178,ON_CALL_NURSE
54,10000000179,ON_CALL_NURSE
54,10000000421,ON_CALL_ADMIN
54,10000000422,ON_CALL_ADMIN
55,10000000018,ON_CALL_DOCTOR
55,10000000023,ON_CALL_DOCTOR
55,10000000025,ON_CALL_DOCTOR
55,10000000183,ON_CALL_NURSE
55,10000000184,ON_CALL_NURSE
55,10000000185,ON_CALL_NURSE
55,10000000186,ON_CALL_NURSE
55,10000000187,ON_CALL_NURSE
55,10000000188,ON_CALL_NURSE
55,10000000419,ON_CALL_ADMIN
55,10000000420,ON_CALL_ADMIN
56,10000000019,ON_CALL_DOCTOR
56,10000000024,ON_CALL_DOCTOR
56,10000000026,ON_CALL_DOCTOR
56,10000000171,ON_CALL_NURSE
56,10000000172,ON_CALL_NURSE
56,10000000173,ON_CALL_NURSE
56,10000000174,ON_CALL_NURSE
56,10000000175,ON_CALL_NURSE
56,10000000176,ON_CALL_NURSE
56,10000000421,ON_CALL_ADMIN
56,10000000422,ON_CALL_ADMIN
57,10000000020,ON_CALL_DOCTOR
57,10000000022,ON_CALL_DOCTOR
57,10000000021,ON_CALL_DOCTOR
57,10000000177,ON_CALL_NURSE
57,10000000178,ON_CALL_NURSE
57,10000000179,ON_CALL_NURSE
57,10000000180,ON_CALL_NURSE
57,10000000181,ON_CALL_NURSE
57,10000000182,ON_CALL_NURSE
57,10000000417,ON_CALL_ADMIN
57,10000000418,ON_CALL_ADMIN
58,10000000019,ON_CALL_DOCTOR
58,10000000024,ON_CALL_DOCTOR
58,10000000026,ON_CALL_DOCTOR
58,10000000186,ON_CALL_NURSE
58,10000000187,ON_CALL_NURSE
58,10000000188,ON_CALL_NURSE
58,10000000171,ON_CALL_NURSE
58,10000000172,ON_CALL_NURSE
58,10000000173,ON_CALL_NURSE
58,10000000421,ON_CALL_ADMIN
58,10000000422,ON_CALL_ADMIN
59,10000000020,ON_CALL_DOCTOR
59,10000000022,ON_CALL_DOCTOR
59,10000000025,ON_CALL_DOCTOR
59,10000000174,ON_CALL_NURSE
59,10000000175,ON_CALL_NURSE
59,10000000176,ON_CALL_NURSE
59,10000000177,ON_CALL_NURSE
59,10000000178,ON_CALL_NURSE
59,10000000179,ON_CALL_NURSE
59,10000000417,ON_CALL_ADMIN
59,10000000418,ON_CALL_ADMIN
60,10000000021,ON_CALL_DOCTOR
60,10000000023,ON_CALL_DOCTOR
60,10000000018,ON_CALL_DOCTOR
60,10000000180,ON_CALL_NURSE
60,10000000181,ON_CALL_NURSE
60,10000000182,ON_CALL_NURSE
60,10000000183,ON_CALL_NURSE
60,10000000184,ON_CALL_NURSE
60,10000000185,ON_CALL_NURSE
60,10000000419,ON_CALL_ADMIN
60,10000000420,ON_CALL_ADMIN
61,10000000020,ON_CALL_DOCTOR
61,10000000022,ON_CALL_DOCTOR
61,10000000025,ON_CALL_DOCTOR
61,10000000171,ON_CALL_NURSE
61,10000000172,ON_CALL_NURSE
61,10000000173,ON_CALL_NURSE
61,10000000174,ON_CALL_NURSE
61,10000000175,ON_CALL_NURSE
61,10000000176,ON_CALL_NURSE
61,10000000417,ON_CALL_ADMIN
61,10000000418,ON_CALL_ADMIN
62,10000000021,ON_CALL_DOCTOR
62,10000000023,ON_CALL_DOCTOR
62,10000000026,ON_CALL_DOCTOR
62,10000000177,ON_CALL_NURSE
62,10000000178,ON_CALL_NURSE
62,10000000179,ON_CALL_NURSE
62,10000000180,ON_CALL_NURSE
62,10000000181,ON_CALL_NURSE
62,10000000182,ON_CALL_NURSE
62,10000000419,ON_CALL_ADMIN
62,10000000420,ON_CALL_ADMIN
63,10000000018,ON_CALL_DOCTOR
63,10000000024,ON_CALL_DOCTOR
63,10000000019,ON_CALL_DOCTOR
63,10000000183,ON_CALL_NURSE
63,10000000184,ON_CALL_NURSE
63,10000000185,ON_CALL_NURSE
63,10000000186,ON_CALL_NURSE
63,10000000187,ON_CALL_NURSE
63,10000000188,ON_CALL_NURSE
63,10000000421,ON_CALL_ADMIN
63,10000000422,ON_CALL_ADMIN
64,10000000027,ON_CALL_DOCTOR
64,10000000031,ON_CALL_DOCTOR
64,10000000034,ON_CALL_DOCTOR
64,10000000189,ON_CALL_NURSE
64,10000000190,ON_CALL_NURSE
64,10000000191,ON_CALL_NURSE
64,10000000192,ON_CALL_NURSE
64,10000000193,ON_CALL_NURSE
64,10000000194,ON_CALL_NURSE
64,10000000423,ON_CALL_ADMIN
64,10000000424,ON_CALL_ADMIN
65,10000000028,ON_CALL_DOCTOR
65,10000000032,ON_CALL_DOCTOR
65,10000000035,ON_CALL_DOCTOR
